"year","period","periodName","latest","value","series_id","chr_code","item_code","footnote_code","footnote_text"
"2021","A01","Annual",NA,"115","CXUREADINGLB0403M","03","READING",NA,NA
"2020","A01","Annual",NA,"85","CXUREADINGLB0403M","03","READING",NA,NA
"2019","A01","Annual",NA,"44","CXUREADINGLB0403M","03","READING",NA,NA
"2018","A01","Annual",NA,"66","CXUREADINGLB0403M","03","READING",NA,NA
"2017","A01","Annual",NA,"61","CXUREADINGLB0403M","03","READING",NA,NA
"2016","A01","Annual",NA,"69","CXUREADINGLB0403M","03","READING",NA,NA
"2015","A01","Annual",NA,"86","CXUREADINGLB0403M","03","READING",NA,NA
"2022","A01","Annual","true","107","CXUREADINGLB0404M","04","READING",NA,NA
"2021","A01","Annual",NA,"97","CXUREADINGLB0404M","04","READING",NA,NA
"2020","A01","Annual",NA,"101","CXUREADINGLB0404M","04","READING",NA,NA
"2019","A01","Annual",NA,"91","CXUREADINGLB0404M","04","READING",NA,NA
"2018","A01","Annual",NA,"107","CXUREADINGLB0404M","04","READING",NA,NA
"2017","A01","Annual",NA,"115","CXUREADINGLB0404M","04","READING",NA,NA
"2016","A01","Annual",NA,"94","CXUREADINGLB0404M","04","READING",NA,NA
"2015","A01","Annual",NA,"95","CXUREADINGLB0404M","04","READING",NA,NA
"2022","A01","Annual","true","105","CXUREADINGLB0405M","05","READING",NA,NA
"2021","A01","Annual",NA,"104","CXUREADINGLB0405M","05","READING",NA,NA
"2020","A01","Annual",NA,"116","CXUREADINGLB0405M","05","READING",NA,NA
"2019","A01","Annual",NA,"83","CXUREADINGLB0405M","05","READING",NA,NA
"2018","A01","Annual",NA,"100","CXUREADINGLB0405M","05","READING",NA,NA
"2017","A01","Annual",NA,"112","CXUREADINGLB0405M","05","READING",NA,NA
"2016","A01","Annual",NA,"136","CXUREADINGLB0405M","05","READING",NA,NA
"2015","A01","Annual",NA,"106","CXUREADINGLB0405M","05","READING",NA,NA
"2022","A01","Annual","true","108","CXUREADINGLB0406M","06","READING",NA,NA
"2021","A01","Annual",NA,"116","CXUREADINGLB0406M","06","READING",NA,NA
"2020","A01","Annual",NA,"101","CXUREADINGLB0406M","06","READING",NA,NA
"2019","A01","Annual",NA,"97","CXUREADINGLB0406M","06","READING",NA,NA
"2018","A01","Annual",NA,"101","CXUREADINGLB0406M","06","READING",NA,NA
"2017","A01","Annual",NA,"119","CXUREADINGLB0406M","06","READING",NA,NA
"2016","A01","Annual",NA,"121","CXUREADINGLB0406M","06","READING",NA,NA
"2015","A01","Annual",NA,"115","CXUREADINGLB0406M","06","READING",NA,NA
"2022","A01","Annual","true","152","CXUREADINGLB0407M","07","READING",NA,NA
"2021","A01","Annual",NA,"138","CXUREADINGLB0407M","07","READING",NA,NA
"2020","A01","Annual",NA,"157","CXUREADINGLB0407M","07","READING",NA,NA
"2019","A01","Annual",NA,"138","CXUREADINGLB0407M","07","READING",NA,NA
"2018","A01","Annual",NA,"165","CXUREADINGLB0407M","07","READING",NA,NA
"2017","A01","Annual",NA,"147","CXUREADINGLB0407M","07","READING",NA,NA
"2016","A01","Annual",NA,"173","CXUREADINGLB0407M","07","READING",NA,NA
"2015","A01","Annual",NA,"175","CXUREADINGLB0407M","07","READING",NA,NA
"2022","A01","Annual","true","147","CXUREADINGLB0408M","08","READING",NA,NA
"2021","A01","Annual",NA,"137","CXUREADINGLB0408M","08","READING",NA,NA
"2020","A01","Annual",NA,"131","CXUREADINGLB0408M","08","READING",NA,NA
"2019","A01","Annual",NA,"124","CXUREADINGLB0408M","08","READING",NA,NA
"2018","A01","Annual",NA,"177","CXUREADINGLB0408M","08","READING",NA,NA
"2017","A01","Annual",NA,"136","CXUREADINGLB0408M","08","READING",NA,NA
"2016","A01","Annual",NA,"172","CXUREADINGLB0408M","08","READING",NA,NA
"2015","A01","Annual",NA,"157","CXUREADINGLB0408M","08","READING",NA,NA
"2022","A01","Annual","true","159","CXUREADINGLB0409M","09","READING",NA,NA
"2021","A01","Annual",NA,"139","CXUREADINGLB0409M","09","READING",NA,NA
"2020","A01","Annual",NA,"196","CXUREADINGLB0409M","09","READING",NA,NA
"2019","A01","Annual",NA,"159","CXUREADINGLB0409M","09","READING",NA,NA
"2018","A01","Annual",NA,"148","CXUREADINGLB0409M","09","READING",NA,NA
"2017","A01","Annual",NA,"164","CXUREADINGLB0409M","09","READING",NA,NA
"2016","A01","Annual",NA,"175","CXUREADINGLB0409M","09","READING",NA,NA
"2015","A01","Annual",NA,"199","CXUREADINGLB0409M","09","READING",NA,NA
"2022","A01","Annual","true","371","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2021","A01","Annual",NA,"341","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2020","A01","Annual",NA,"315","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2019","A01","Annual",NA,"320","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2018","A01","Annual",NA,"347","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2017","A01","Annual",NA,"332","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2016","A01","Annual",NA,"337","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2015","A01","Annual",NA,"349","CXUTOBACCOLB0401M","01","TOBACCO",NA,NA
"2022","A01","Annual","true","226","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2021","A01","Annual",NA,"215","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2020","A01","Annual",NA,"237","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2019","A01","Annual",NA,"186","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2018","A01","Annual",NA,"228","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2017","A01","Annual",NA,"220","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2016","A01","Annual",NA,"308","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2015","A01","Annual",NA,"230","CXUTOBACCOLB0402M","02","TOBACCO",NA,NA
"2022","A01","Annual","true","277","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2021","A01","Annual",NA,"347","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2020","A01","Annual",NA,"293","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2019","A01","Annual",NA,"341","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2018","A01","Annual",NA,"337","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2017","A01","Annual",NA,"323","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2016","A01","Annual",NA,"305","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2015","A01","Annual",NA,"364","CXUTOBACCOLB0403M","03","TOBACCO",NA,NA
"2022","A01","Annual","true","440","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2021","A01","Annual",NA,"399","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2020","A01","Annual",NA,"349","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2019","A01","Annual",NA,"359","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2018","A01","Annual",NA,"408","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2017","A01","Annual",NA,"366","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2016","A01","Annual",NA,"370","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2015","A01","Annual",NA,"383","CXUTOBACCOLB0404M","04","TOBACCO",NA,NA
"2022","A01","Annual","true","427","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2021","A01","Annual",NA,"370","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2020","A01","Annual",NA,"408","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2019","A01","Annual",NA,"374","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2018","A01","Annual",NA,"437","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2017","A01","Annual",NA,"410","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2016","A01","Annual",NA,"441","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2015","A01","Annual",NA,"465","CXUTOBACCOLB0405M","05","TOBACCO",NA,NA
"2022","A01","Annual","true","541","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2021","A01","Annual",NA,"469","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2020","A01","Annual",NA,"385","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2019","A01","Annual",NA,"399","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2018","A01","Annual",NA,"454","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2017","A01","Annual",NA,"418","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2016","A01","Annual",NA,"420","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2015","A01","Annual",NA,"401","CXUTOBACCOLB0406M","06","TOBACCO",NA,NA
"2022","A01","Annual","true","261","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2021","A01","Annual",NA,"219","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2020","A01","Annual",NA,"207","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2019","A01","Annual",NA,"219","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2018","A01","Annual",NA,"196","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2017","A01","Annual",NA,"219","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2016","A01","Annual",NA,"198","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2015","A01","Annual",NA,"209","CXUTOBACCOLB0407M","07","TOBACCO",NA,NA
"2022","A01","Annual","true","334","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2021","A01","Annual",NA,"281","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2020","A01","Annual",NA,"272","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2019","A01","Annual",NA,"285","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2018","A01","Annual",NA,"246","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2017","A01","Annual",NA,"285","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2016","A01","Annual",NA,"247","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2015","A01","Annual",NA,"259","CXUTOBACCOLB0408M","08","TOBACCO",NA,NA
"2022","A01","Annual","true","158","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2021","A01","Annual",NA,"128","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2020","A01","Annual",NA,"117","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2019","A01","Annual",NA,"130","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2018","A01","Annual",NA,"126","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2017","A01","Annual",NA,"126","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2016","A01","Annual",NA,"130","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2015","A01","Annual",NA,"142","CXUTOBACCOLB0409M","09","TOBACCO",NA,NA
"2022","A01","Annual","true","72967","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"66928","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"61332","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"63036","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"61224","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"60060","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"57311","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"55978","CXUTOTALEXPLB0401M","01","TOTALEXP",NA,NA
"2022","A01","Annual","true","46359","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"42063","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"38075","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"39293","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"32039","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"33629","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"34438","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"32797","CXUTOTALEXPLB0402M","02","TOTALEXP",NA,NA
"2022","A01","Annual","true","67883","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"63905","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"57644","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"57128","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"56457","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"55325","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"52838","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"52062","CXUTOTALEXPLB0403M","03","TOTALEXP",NA,NA
"2022","A01","Annual","true","86049","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"79712","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"74161","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"74890","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"71198","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"69034","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"66444","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"65334","CXUTOTALEXPLB0404M","04","TOTALEXP",NA,NA
"2022","A01","Annual","true","91074","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"83854","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"74791","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"77356","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"75387","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"73905","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"71166","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"69753","CXUTOTALEXPLB0405M","05","TOTALEXP",NA,NA
"2022","A01","Annual","true","78079","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"70570","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"64918","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"69494","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"66212","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"64972","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"61346","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"58781","CXUTOTALEXPLB0406M","06","TOTALEXP",NA,NA
"2022","A01","Annual","true","57818","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"52141","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"47573","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"50220","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"50860","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"49542","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"45756","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"44664","CXUTOTALEXPLB0407M","07","TOTALEXP",NA,NA
"2022","A01","Annual","true","60844","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"56435","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"52364","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"55087","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"56268","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"54997","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"50873","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"49477","CXUTOTALEXPLB0408M","08","TOTALEXP",NA,NA
"2022","A01","Annual","true","53481","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2021","A01","Annual",NA,"45820","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2020","A01","Annual",NA,"40814","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2019","A01","Annual",NA,"43623","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2018","A01","Annual",NA,"43181","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2017","A01","Annual",NA,"41849","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2016","A01","Annual",NA,"38691","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2015","A01","Annual",NA,"38123","CXUTOTALEXPLB0409M","09","TOTALEXP",NA,NA
"2022","A01","Annual","true","12295","CXUTRANSLB0401M","01","TRANS",NA,NA
"2021","A01","Annual",NA,"10961","CXUTRANSLB0401M","01","TRANS",NA,NA
"2020","A01","Annual",NA,"9826","CXUTRANSLB0401M","01","TRANS",NA,NA
"2019","A01","Annual",NA,"10742","CXUTRANSLB0401M","01","TRANS",NA,NA
"2018","A01","Annual",NA,"9761","CXUTRANSLB0401M","01","TRANS",NA,NA
"2017","A01","Annual",NA,"9576","CXUTRANSLB0401M","01","TRANS",NA,NA
"2016","A01","Annual",NA,"9049","CXUTRANSLB0401M","01","TRANS",NA,NA
"2015","A01","Annual",NA,"9503","CXUTRANSLB0401M","01","TRANS",NA,NA
"2022","A01","Annual","true","9583","CXUTRANSLB0402M","02","TRANS",NA,NA
"2021","A01","Annual",NA,"7985","CXUTRANSLB0402M","02","TRANS",NA,NA
"2020","A01","Annual",NA,"7300","CXUTRANSLB0402M","02","TRANS",NA,NA
"2019","A01","Annual",NA,"8305","CXUTRANSLB0402M","02","TRANS",NA,NA
"2018","A01","Annual",NA,"5526","CXUTRANSLB0402M","02","TRANS",NA,NA
"2017","A01","Annual",NA,"6655","CXUTRANSLB0402M","02","TRANS",NA,NA
"2016","A01","Annual",NA,"6042","CXUTRANSLB0402M","02","TRANS",NA,NA
"2015","A01","Annual",NA,"6320","CXUTRANSLB0402M","02","TRANS",NA,NA
"2022","A01","Annual","true","12089","CXUTRANSLB0403M","03","TRANS",NA,NA
"2021","A01","Annual",NA,"11709","CXUTRANSLB0403M","03","TRANS",NA,NA
"2020","A01","Annual",NA,"10277","CXUTRANSLB0403M","03","TRANS",NA,NA
"2019","A01","Annual",NA,"10296","CXUTRANSLB0403M","03","TRANS",NA,NA
"2018","A01","Annual",NA,"10307","CXUTRANSLB0403M","03","TRANS",NA,NA
"2017","A01","Annual",NA,"9115","CXUTRANSLB0403M","03","TRANS",NA,NA
"2016","A01","Annual",NA,"9124","CXUTRANSLB0403M","03","TRANS",NA,NA
"2015","A01","Annual",NA,"9777","CXUTRANSLB0403M","03","TRANS",NA,NA
"2022","A01","Annual","true","15220","CXUTRANSLB0404M","04","TRANS",NA,NA
"2021","A01","Annual",NA,"14302","CXUTRANSLB0404M","04","TRANS",NA,NA
"2020","A01","Annual",NA,"12617","CXUTRANSLB0404M","04","TRANS",NA,NA
"2019","A01","Annual",NA,"13685","CXUTRANSLB0404M","04","TRANS",NA,NA
"2018","A01","Annual",NA,"11840","CXUTRANSLB0404M","04","TRANS",NA,NA
"2017","A01","Annual",NA,"11054","CXUTRANSLB0404M","04","TRANS",NA,NA
"2016","A01","Annual",NA,"10352","CXUTRANSLB0404M","04","TRANS",NA,NA
"2015","A01","Annual",NA,"10945","CXUTRANSLB0404M","04","TRANS",NA,NA
"2022","A01","Annual","true","15619","CXUTRANSLB0405M","05","TRANS",NA,NA
"2021","A01","Annual",NA,"13875","CXUTRANSLB0405M","05","TRANS",NA,NA
"2020","A01","Annual",NA,"12316","CXUTRANSLB0405M","05","TRANS",NA,NA
"2019","A01","Annual",NA,"13351","CXUTRANSLB0405M","05","TRANS",NA,NA
"2018","A01","Annual",NA,"11521","CXUTRANSLB0405M","05","TRANS",NA,NA
"2017","A01","Annual",NA,"11755","CXUTRANSLB0405M","05","TRANS",NA,NA
"2016","A01","Annual",NA,"10992","CXUTRANSLB0405M","05","TRANS",NA,NA
"2015","A01","Annual",NA,"11781","CXUTRANSLB0405M","05","TRANS",NA,NA
"2022","A01","Annual","true","13596","CXUTRANSLB0406M","06","TRANS",NA,NA
"2021","A01","Annual",NA,"10936","CXUTRANSLB0406M","06","TRANS",NA,NA
"2020","A01","Annual",NA,"10287","CXUTRANSLB0406M","06","TRANS",NA,NA
"2019","A01","Annual",NA,"11380","CXUTRANSLB0406M","06","TRANS",NA,NA
"2018","A01","Annual",NA,"10444","CXUTRANSLB0406M","06","TRANS",NA,NA
"2017","A01","Annual",NA,"10185","CXUTRANSLB0406M","06","TRANS",NA,NA
"2016","A01","Annual",NA,"9727","CXUTRANSLB0406M","06","TRANS",NA,NA
"2015","A01","Annual",NA,"10024","CXUTRANSLB0406M","06","TRANS",NA,NA
"2022","A01","Annual","true","8172","CXUTRANSLB0407M","07","TRANS",NA,NA
"2021","A01","Annual",NA,"7160","CXUTRANSLB0407M","07","TRANS",NA,NA
"2020","A01","Annual",NA,"6221","CXUTRANSLB0407M","07","TRANS",NA,NA
"2019","A01","Annual",NA,"7492","CXUTRANSLB0407M","07","TRANS",NA,NA
"2018","A01","Annual",NA,"7270","CXUTRANSLB0407M","07","TRANS",NA,NA
"2017","A01","Annual",NA,"7513","CXUTRANSLB0407M","07","TRANS",NA,NA
"2016","A01","Annual",NA,"6814","CXUTRANSLB0407M","07","TRANS",NA,NA
"2015","A01","Annual",NA,"6846","CXUTRANSLB0407M","07","TRANS",NA,NA
"2022","A01","Annual","true","9550","CXUTRANSLB0408M","08","TRANS",NA,NA
"2021","A01","Annual",NA,"8356","CXUTRANSLB0408M","08","TRANS",NA,NA
"2020","A01","Annual",NA,"7676","CXUTRANSLB0408M","08","TRANS",NA,NA
"2019","A01","Annual",NA,"8640","CXUTRANSLB0408M","08","TRANS",NA,NA
"2018","A01","Annual",NA,"8810","CXUTRANSLB0408M","08","TRANS",NA,NA
"2017","A01","Annual",NA,"8939","CXUTRANSLB0408M","08","TRANS",NA,NA
"2016","A01","Annual",NA,"8420","CXUTRANSLB0408M","08","TRANS",NA,NA
"2015","A01","Annual",NA,"8028","CXUTRANSLB0408M","08","TRANS",NA,NA
"2022","A01","Annual","true","6209","CXUTRANSLB0409M","09","TRANS",NA,NA
"2021","A01","Annual",NA,"5392","CXUTRANSLB0409M","09","TRANS",NA,NA
"2020","A01","Annual",NA,"4205","CXUTRANSLB0409M","09","TRANS",NA,NA
"2019","A01","Annual",NA,"5960","CXUTRANSLB0409M","09","TRANS",NA,NA
"2018","A01","Annual",NA,"5098","CXUTRANSLB0409M","09","TRANS",NA,NA
"2017","A01","Annual",NA,"5519","CXUTRANSLB0409M","09","TRANS",NA,NA
"2016","A01","Annual",NA,"4583","CXUTRANSLB0409M","09","TRANS",NA,NA
"2015","A01","Annual",NA,"5228","CXUTRANSLB0409M","09","TRANS",NA,NA
